Drug_Target,GROUNDTRUTH
C0059438_C0270846,0
C0059438_C0282528,0
C0059438_C0349653,0
C0059438_C0442874,0
C0059438_C0494475,0
C0059438_C0524851,0
C0059438_C0751434,0
C0059438_C0751435,0
C0059438_C0751436,0
C0059438_C0751882,0
C0059438_C0752120,0
C0059438_C0878544,0
C0059438_C0878773,0
C0059438_C0948089,0
C0059438_C1145670,0
C0059438_C1527231,0
C0059438_C1849508,0
C0059438_C1961835,0
C0059438_C2931688,0
C0059438_C5203670,0
C0060135_C0001125,0
C0060135_C0002066,0
C0060135_C0002395,0
C0060135_C0002986,0
C0060135_C0004096,0
C0060135_C0004238,0
C0060135_C0007194,0
C0060135_C0007222,0
C0060135_C0011168,0
C0060135_C0011849,0
C0060135_C0011860,0
C0060135_C0017205,0
C0060135_C0018790,0
C0060135_C0018799,0
C0060135_C0018801,0
C0060135_C0018802,0
C0060135_C0019147,0
C0060135_C0019151,0
C0060135_C0019202,0
C0060135_C0019247,0
C0060135_C0019880,0
C0060135_C0020179,0
C0060135_C0020538,0
C0060135_C0020541,0
C0060135_C0020615,0
C0060135_C0023521,0
C0060135_C0023890,0
C0060135_C0023895,0
C0060135_C0024117,0
C0060135_C0024408,0
C0060135_C0024776,0
C0060135_C0025517,0
C0060135_C0025521,0
C0060135_C0026848,0
C0060135_C0026850,0
C0060135_C0026896,0
C0060135_C0027051,0
C0060135_C0027126,0
C0060135_C0027765,0
C0060135_C0027868,0
C0060135_C0028754,0
C0060135_C0030567,0
C0060135_C0031485,0
C0060135_C0038454,0
C0060135_C0043459,0
C0060135_C0085584,0
C0060135_C0087012,0
C0060135_C0149931,0
C0060135_C0154246,0
C0060135_C0162309,0
C0060135_C0162671,0
C0060135_C0220756,0
C0060135_C0242422,0
C0060135_C0268250,0
C0060135_C0268251,0
C0060135_C0268465,0
C0060135_C0268490,0
C0060135_C0268542,0
C0060135_C0268579,0
C0060135_C0270846,0
C0060135_C0282528,0
C0060135_C0349653,0
C0060135_C0442874,0
C0060135_C0494475,0
C0060135_C0524851,0
C0060135_C0751434,0
C0060135_C0751435,0
C0060135_C0751436,0
C0060135_C0751882,0
C0060135_C0752120,0
C0060135_C0878544,0
C0060135_C0878773,0
C0060135_C0948089,0
C0060135_C1145670,0
C0060135_C1527231,0
C0060135_C1849508,0
C0060135_C1961835,0
C0060135_C2931688,0
C0060135_C5203670,0
C0060180_C0001125,0
C0060180_C0002066,0
C0060180_C0002395,0
C0060180_C0002986,0
C0060180_C0004096,0
C0060180_C0004238,0
C0060180_C0007194,0
C0060180_C0011168,0
C0060180_C0011849,0
C0060180_C0011860,0
C0060180_C0014544,0
C0060180_C0017205,0
C0060180_C0018790,0
C0060180_C0018799,0
C0060180_C0018801,0
C0060180_C0018802,0
C0060180_C0019147,0
C0060180_C0019151,0
C0060180_C0019202,0
C0060180_C0019247,0
C0060180_C0019880,0
C0060180_C0020179,0
C0060180_C0020541,0
C0060180_C0020615,0
C0060180_C0023521,0
C0060180_C0023890,0
C0060180_C0023895,0
C0060180_C0024117,0
C0060180_C0024408,0
C0060180_C0024776,0
C0060180_C0025517,0
C0060180_C0025521,0
C0060180_C0026848,0
C0060180_C0026850,0
C0060180_C0026896,0
C0060180_C0027051,0
C0060180_C0027126,0
C0060180_C0027765,0
C0060180_C0027868,0
C0060180_C0028754,0
C0060180_C0030567,0
C0060180_C0031485,0
C0060180_C0038454,0
C0060180_C0043459,0
C0060180_C0085584,0
C0060180_C0087012,0
C0060180_C0149931,0
C0060180_C0154246,0
C0060180_C0162309,0
C0060180_C0162671,0
C0060180_C0220756,0
C0060180_C0242422,0
C0060180_C0268250,0
C0060180_C0268251,0
C0060180_C0268465,0
C0060180_C0268490,0
C0060180_C0268542,0
C0060180_C0268579,0
C0060180_C0270846,0
C0060180_C0282528,0
C0060180_C0349653,0
C0060180_C0442874,0
C0060180_C0494475,0
C0060180_C0524851,0
C0060180_C0751434,0
C0060180_C0751435,0
C0060180_C0751436,0
C0060180_C0751882,0
C0060180_C0752120,0
C0060180_C0878544,0
C0060180_C0878773,0
C0060180_C0948089,0
C0060180_C1145670,0
C0060180_C1527231,0
C0060180_C1849508,0
C0060180_C1961835,0
C0060180_C2931688,0
C0060180_C5203670,0
C0060470_C0001125,0
C0060470_C0002066,0
C0060470_C0002395,0
C0060470_C0002986,0
C0060470_C0004096,0
C0060470_C0004238,0
C0060470_C0007194,0
C0060470_C0011168,0
C0060470_C0011849,0
C0060470_C0011860,0
C0060470_C0014544,0
C0060470_C0017205,0
C0060470_C0018790,0
C0060470_C0018799,0
C0060470_C0018801,0
C0060470_C0018802,0
C0060470_C0019147,0
C0060470_C0019151,0
C0060470_C0019202,0
C0060470_C0019247,0
C0060470_C0019880,0
C0060470_C0020179,0
C0060470_C0020538,0
C0060470_C0020541,0
C0060470_C0020615,0
C0060470_C0023521,0
C0060470_C0023890,0
C0060470_C0023895,0
C0060470_C0024117,0
C0060470_C0024408,0
C0060470_C0024776,0
C0060470_C0025517,0
C0060470_C0025521,0
C0060470_C0026848,0
C0060470_C0026850,0
C0060470_C0026896,0
C0060470_C0027051,0
C0060470_C0027126,0
C0060470_C0027765,0
C0060470_C0027868,0
C0060470_C0028754,0
C0060470_C0030567,0
C0060470_C0031485,0
C0060470_C0038454,0
C0060470_C0043459,0
C0060470_C0085584,0
C0060470_C0087012,0
C0060470_C0149931,0
C0060470_C0154246,0
C0060470_C0162309,0
C0060470_C0162671,0
C0060470_C0220756,0
C0060470_C0242422,0
C0060470_C0268250,0
C0060470_C0268251,0
C0060470_C0268465,0
C0060470_C0268490,0
C0060470_C0268542,0
C0060470_C0268579,0
C0060470_C0270846,0
C0060470_C0282528,0
C0060470_C0349653,0
C0060470_C0442874,0
C0060470_C0494475,0
C0060470_C0524851,0
C0060470_C0751434,0
C0060470_C0751435,0
C0060470_C0751436,0
C0060470_C0751882,0
C0060470_C0752120,0
C0060470_C0878544,0
C0060470_C0878773,0
C0060470_C0948089,0
C0060470_C1145670,0
C0060470_C1527231,0
C0060470_C1849508,0
C0060470_C1961835,0
C0060470_C2931688,0
C0060470_C5203670,0
C0060501_C0001125,0
C0060501_C0002066,0
C0060501_C0002395,0
C0060501_C0002986,0
C0060501_C0004238,0
C0060501_C0007194,0
C0060501_C0007222,0
C0060501_C0011168,0
C0060501_C0011849,0
C0060501_C0011860,0
C0060501_C0014544,0
C0060501_C0017205,0
C0060501_C0018790,0
C0060501_C0018799,0
C0060501_C0018801,0
C0060501_C0018802,0
C0060501_C0019147,0
C0060501_C0019151,0
C0060501_C0019202,0
C0060501_C0019247,0
C0060501_C0019880,0
C0060501_C0020179,0
C0060501_C0020538,0
C0060501_C0020541,0
C0060501_C0020615,0
C0060501_C0023521,0
C0060501_C0023890,0
C0060501_C0023895,0
C0060501_C0024117,0
C0060501_C0024408,0
C0060501_C0024776,0
C0060501_C0025517,0
C0060501_C0025521,0
C0060501_C0026848,0
C0060501_C0026850,0
C0060501_C0026896,0
C0060501_C0027051,0
C0060501_C0027126,0
C0060501_C0027765,0
C0060501_C0027868,0
C0060501_C0028754,0
C0060501_C0030567,0
C0060501_C0031485,0
C0060501_C0038454,0
C0060501_C0043459,0
C0060501_C0085584,0
C0060501_C0087012,0
C0060501_C0149931,0
C0060501_C0154246,0
C0060501_C0162309,0
C0060501_C0162671,0
C0060501_C0220756,0
C0060501_C0242422,0
C0060501_C0268250,0
C0060501_C0268251,0
C0060501_C0268465,0
C0060501_C0268490,0
C0060501_C0268542,0
C0060501_C0268579,0
C0060501_C0270846,0
C0060501_C0282528,0
C0060501_C0349653,0
C0060501_C0442874,0
C0060501_C0494475,0
C0060501_C0524851,0
C0060501_C0751434,0
C0060501_C0751435,0
C0060501_C0751436,0
C0060501_C0751882,0
C0060501_C0752120,0
C0060501_C0878544,0
C0060501_C0878773,0
C0060501_C0948089,0
C0060501_C1145670,0
C0060501_C1527231,0
C0060501_C1849508,0
C0060501_C1961835,0
C0060501_C2931688,0
C0060501_C5203670,0
C0060657_C0001125,0
C0060657_C0002066,0
C0060657_C0002986,0
C0060657_C0004238,0
C0060657_C0007194,0
C0060657_C0007222,0
C0060657_C0011168,0
C0060657_C0011849,0
C0060657_C0011860,0
C0060657_C0014544,0
C0060657_C0017205,0
C0060657_C0018790,0
C0060657_C0018799,0
C0060657_C0018801,0
C0060657_C0018802,0
C0060657_C0019147,0
C0060657_C0019151,0
C0060657_C0019202,0
C0060657_C0019247,0
C0060657_C0019880,0
C0060657_C0020179,0
C0060657_C0020538,0
C0060657_C0020541,0
C0060657_C0020615,0
C0060657_C0023521,0
C0060657_C0023890,0
C0060657_C0023895,0
C0060657_C0024117,0
C0060657_C0024408,0
C0060657_C0024776,0
C0060657_C0025517,0
C0060657_C0025521,0
C0060657_C0026848,0
C0060657_C0026850,0
C0060657_C0026896,0
C0060657_C0027051,0
C0060657_C0027126,0
C0060657_C0027765,0
C0060657_C0027868,0
C0060657_C0028754,0
C0060657_C0030567,0
C0060657_C0031485,0
C0060657_C0038454,0
C0060657_C0043459,0
C0060657_C0085584,0
C0060657_C0087012,0
C0060657_C0149931,0
C0060657_C0154246,0
C0060657_C0162309,0
C0060657_C0162671,0
C0060657_C0220756,0
C0060657_C0242422,0
C0060657_C0268250,0
C0060657_C0268251,0
C0060657_C0268465,0
C0060657_C0268490,0
C0060657_C0268542,0
C0060657_C0268579,0
C0060657_C0270846,0
C0060657_C0282528,0
C0060657_C0349653,0
C0060657_C0442874,0
C0060657_C0494475,0
C0060657_C0524851,0
C0060657_C0751434,0
C0060657_C0751435,0
C0060657_C0751436,0
C0060657_C0751882,0
C0060657_C0752120,0
C0060657_C0878544,0
C0060657_C0878773,0
C0060657_C0948089,0
C0060657_C1145670,0
C0060657_C1527231,0
C0060657_C1849508,0
C0060657_C1961835,0
C0060657_C2931688,0
C0060657_C5203670,0
C0060926_C0001125,0
C0060926_C0002066,0
C0060926_C0002395,0
C0060926_C0002986,0
C0060926_C0004096,0
C0060926_C0004238,0
C0060926_C0007194,0
C0060926_C0007222,0
C0060926_C0011168,0
C0060926_C0011849,0
C0060926_C0011860,0
C0060926_C0014544,0
C0060926_C0017205,0
C0060926_C0018790,0
C0060926_C0018799,0
C0060926_C0018801,0
C0060926_C0018802,0
C0060926_C0019147,0
C0060926_C0019151,0
C0060926_C0019202,0
C0060926_C0019247,0
C0060926_C0019880,0
C0060926_C0020179,0
C0060926_C0020538,0
C0060926_C0020541,0
C0060926_C0020615,0
C0060926_C0023521,0
C0060926_C0023895,0
C0060926_C0024117,0
C0060926_C0024408,0
C0060926_C0024776,0
C0060926_C0025517,0
C0060926_C0025521,0
C0060926_C0026848,0
C0060926_C0026850,0
C0060926_C0026896,0
C0060926_C0027051,0
C0060926_C0027126,0
C0060926_C0027765,0
C0060926_C0027868,0
C0060926_C0028754,0
C0060926_C0030567,0
C0060926_C0031485,0
C0060926_C0038454,0
C0060926_C0043459,0
C0060926_C0085584,0
C0060926_C0087012,0
C0060926_C0149931,0
C0060926_C0154246,0
C0060926_C0162309,0
C0060926_C0162671,0
C0060926_C0220756,0
C0060926_C0242422,0
C0060926_C0268250,0
C0060926_C0268251,0
C0060926_C0268465,0
C0060926_C0268490,0
C0060926_C0268542,0
C0060926_C0268579,0
C0060926_C0270846,0
C0060926_C0282528,0
C0060926_C0349653,0
C0060926_C0442874,0
C0060926_C0494475,0
C0060926_C0524851,0
C0060926_C0751434,0
C0060926_C0751435,0
C0060926_C0751436,0
C0060926_C0751882,0
C0060926_C0752120,0
C0060926_C0878544,0
C0060926_C0878773,0
C0060926_C0948089,0
C0060926_C1145670,0
C0060926_C1527231,0
C0060926_C1849508,0
C0060926_C1961835,0
C0060926_C2931688,0
C0060926_C5203670,0
C0061078_C0001125,0
C0061078_C0002066,0
C0061078_C0002395,0
C0061078_C0002986,0
C0061078_C0004238,0
C0061078_C0007194,0
C0061078_C0007222,0
C0061078_C0011168,0
C0061078_C0011849,0
C0061078_C0011860,0
C0061078_C0014544,0
C0061078_C0017205,0
C0061078_C0018790,0
C0061078_C0018799,0
C0061078_C0018801,0
C0061078_C0018802,0
C0061078_C0019147,0
C0061078_C0019151,0
C0061078_C0019202,0
C0061078_C0019247,0
C0061078_C0019880,0
C0061078_C0020179,0
C0061078_C0020538,0
C0061078_C0020541,0
C0061078_C0020615,0
C0061078_C0023521,0
C0061078_C0023890,0
C0061078_C0023895,0
C0061078_C0024117,0
C0061078_C0024408,0
C0061078_C0024776,0
C0061078_C0025517,0
C0061078_C0025521,0
C0061078_C0026848,0
C0061078_C0026850,0
C0061078_C0026896,0
C0061078_C0027051,0
C0061078_C0027126,0
C0061078_C0027765,0
C0061078_C0027868,0
C0061078_C0028754,0
C0061078_C0030567,0
C0061078_C0031485,0
C0061078_C0038454,0
C0061078_C0043459,0
C0061078_C0085584,0
C0061078_C0087012,0
C0061078_C0149931,0
C0061078_C0154246,0
C0061078_C0162309,0
C0061078_C0162671,0
C0061078_C0220756,0
C0061078_C0242422,0
C0061078_C0268250,0
C0061078_C0268251,0
C0061078_C0268465,0
C0061078_C0268490,0
C0061078_C0268542,0
C0061078_C0268579,0
C0061078_C0270846,0
C0061078_C0282528,0
C0061078_C0349653,0
C0061078_C0442874,0
C0061078_C0494475,0
C0061078_C0524851,0
C0061078_C0751434,0
C0061078_C0751435,0
C0061078_C0751436,0
C0061078_C0751882,0
C0061078_C0752120,0
C0061078_C0878544,0
C0061078_C0878773,0
C0061078_C0948089,0
C0061078_C1145670,0
C0061078_C1527231,0
C0061078_C1849508,0
C0061078_C1961835,0
C0061078_C2931688,0
C0061078_C5203670,0
C0061323_C0001125,0
C0061323_C0002066,0
C0061323_C0002395,0
C0061323_C0002986,0
C0061323_C0004096,0
C0061323_C0004238,0
C0061323_C0007194,0
C0061323_C0007222,0
C0061323_C0011168,0
C0061323_C0014544,0
C0061323_C0017205,0
C0061323_C0018790,0
C0061323_C0018799,0
C0061323_C0018801,0
C0061323_C0018802,0
C0061323_C0019147,0
C0061323_C0019151,0
C0061323_C0019202,0
C0061323_C0019247,0
C0061323_C0019880,0
C0061323_C0020179,0
C0061323_C0020541,0
C0061323_C0020615,0
C0061323_C0023521,0
C0061323_C0023890,0
C0061323_C0023895,0
C0061323_C0024117,0
C0061323_C0024408,0
C0061323_C0024776,0
C0061323_C0025517,0
C0061323_C0025521,0
C0061323_C0026848,0
C0061323_C0026850,0
C0061323_C0026896,0
C0061323_C0027051,0
C0061323_C0027126,0
C0061323_C0027765,0
C0061323_C0027868,0
C0061323_C0028754,0
C0061323_C0030567,0
C0061323_C0031485,0
C0061323_C0038454,0
C0061323_C0043459,0
C0061323_C0085584,0
C0061323_C0087012,0
C0061323_C0149931,0
C0061323_C0154246,0
C0061323_C0162309,0
C0061323_C0162671,0
C0061323_C0220756,0
C0061323_C0242422,0
C0061323_C0268250,0
C0061323_C0268251,0
C0061323_C0268465,0
C0061323_C0268490,0
C0061323_C0268542,0
C0061323_C0268579,0
C0061323_C0270846,0
C0061323_C0282528,0
C0061323_C0349653,0
C0061323_C0442874,0
C0061323_C0494475,0
C0061323_C0524851,0
C0061323_C0751434,0
C0061323_C0751435,0
C0061323_C0751436,0
C0061323_C0751882,0
C0061323_C0752120,0
C0061323_C0878544,0
C0061323_C0878773,0
C0061323_C0948089,0
C0061323_C1145670,0
C0061323_C1527231,0
C0061323_C1849508,0
C0061323_C1961835,0
C0061323_C2931688,0
C0061323_C5203670,0
C0061851_C0001125,0
C0061851_C0002066,0
C0061851_C0002395,0
C0061851_C0002986,0
C0061851_C0004096,0
C0061851_C0004238,0
C0061851_C0007194,0
C0061851_C0007222,0
C0061851_C0011168,0
C0061851_C0011849,0
C0061851_C0011860,0
C0061851_C0014544,0
C0061851_C0017205,0
C0061851_C0018790,0
C0061851_C0018799,0
C0061851_C0018801,0
C0061851_C0018802,0
C0061851_C0019147,0
C0061851_C0019151,0
C0061851_C0019202,0
C0061851_C0019247,0
C0061851_C0019880,0
C0061851_C0020179,0
C0061851_C0020538,0
C0061851_C0020541,0
C0061851_C0020615,0
C0061851_C0023521,0
C0061851_C0023890,0
C0061851_C0023895,0
C0061851_C0024117,0
C0061851_C0024408,0
C0061851_C0024776,0
C0061851_C0025517,0
C0061851_C0025521,0
C0061851_C0026848,0
C0061851_C0026850,0
C0061851_C0026896,0
C0061851_C0027051,0
C0061851_C0027126,0
C0061851_C0027765,0
C0061851_C0027868,0
C0061851_C0028754,0
C0061851_C0030567,0
C0061851_C0031485,0
C0061851_C0038454,0
C0061851_C0043459,0
C0061851_C0087012,0
C0061851_C0149931,0
C0061851_C0154246,0
C0061851_C0162309,0
C0061851_C0162671,0
C0061851_C0220756,0
C0061851_C0242422,0
C0061851_C0268250,0
C0061851_C0268251,0
C0061851_C0268465,0
C0061851_C0268490,0
C0061851_C0268542,0
C0061851_C0268579,0
C0061851_C0270846,0
C0061851_C0282528,0
C0061851_C0349653,0
C0061851_C0442874,0
C0061851_C0494475,0
C0061851_C0524851,0
C0061851_C0751434,0
C0061851_C0751435,0
C0061851_C0751436,0
C0061851_C0751882,0
C0061851_C0752120,0
C0061851_C0878544,0
C0061851_C0878773,0
C0061851_C0948089,0
C0061851_C1145670,0
C0061851_C1527231,0
C0061851_C1849508,0
C0061851_C1961835,0
C0061851_C2931688,0
C0061851_C5203670,0
C0062068_C0001125,0
C0062068_C0002066,0
C0062068_C0002395,0
C0062068_C0002986,0
C0062068_C0004096,0
C0062068_C0004238,0
C0062068_C0007194,0
C0062068_C0011168,0
C0062068_C0011849,0
C0062068_C0011860,0
C0062068_C0014544,0
C0062068_C0017205,0
C0062068_C0018790,0
C0062068_C0018799,0
C0062068_C0018801,0
C0062068_C0018802,0
C0062068_C0019147,0
C0062068_C0019151,0
C0062068_C0019202,0
C0062068_C0019247,0
C0062068_C0019880,0
C0062068_C0020179,0
C0062068_C0020538,0
C0062068_C0020541,0
C0062068_C0020615,0
C0062068_C0023521,0
C0062068_C0023890,0
C0062068_C0023895,0
C0062068_C0024117,0
C0062068_C0024408,0
C0062068_C0024776,0
C0062068_C0025517,0
C0062068_C0025521,0
C0062068_C0026848,0
C0062068_C0026850,0
C0062068_C0026896,0
C0062068_C0027051,0
C0062068_C0027126,0
C0062068_C0027765,0
C0062068_C0027868,0
C0062068_C0028754,0
C0062068_C0030567,0
C0062068_C0031485,0
C0062068_C0038454,0
C0062068_C0043459,0
C0062068_C0085584,0
C0062068_C0087012,0
C0062068_C0149931,0
C0062068_C0154246,0
C0062068_C0162309,0
C0062068_C0162671,0
C0062068_C0220756,0
C0062068_C0242422,0
C0062068_C0268250,0
C0062068_C0268251,0
C0062068_C0268465,0
C0062068_C0268490,0
C0062068_C0268542,0
C0062068_C0268579,0
C0062068_C0270846,0
C0062068_C0282528,0
C0062068_C0349653,0
C0062068_C0442874,0
C0062068_C0494475,0
C0062068_C0524851,0
C0062068_C0751434,0
C0062068_C0751435,0
C0062068_C0751436,0
C0062068_C0751882,0
C0062068_C0752120,0
C0062068_C0878544,0
C0062068_C0878773,0
C0062068_C0948089,0
C0062068_C1145670,0
C0062068_C1527231,0
C0062068_C1849508,0
C0062068_C1961835,0
C0062068_C2931688,0
C0062068_C5203670,0
C0062961_C0001125,0
C0062961_C0002066,0
C0062961_C0002986,0
C0062961_C0004096,0
C0062961_C0004238,0
C0062961_C0007194,0
C0062961_C0007222,0
C0062961_C0011168,0
C0062961_C0011849,0
C0062961_C0011860,0
C0062961_C0014544,0
C0062961_C0017205,0
C0062961_C0018790,0
C0062961_C0018799,0
C0062961_C0018801,0
C0062961_C0018802,0
C0062961_C0019147,0
C0062961_C0019151,0
C0062961_C0019202,0
C0062961_C0019247,0
C0062961_C0019880,0
C0062961_C0020179,0
C0062961_C0020538,0
C0062961_C0020541,0
C0062961_C0020615,0
C0062961_C0023521,0
C0062961_C0023890,0
C0062961_C0023895,0
C0062961_C0024117,0
C0062961_C0024408,0
C0062961_C0024776,0
C0062961_C0025517,0
C0062961_C0025521,0
C0062961_C0026848,0
C0062961_C0026850,0
C0062961_C0026896,0
C0062961_C0027051,0
C0062961_C0027126,0
C0062961_C0027765,0
C0062961_C0027868,0
C0062961_C0028754,0
C0062961_C0030567,0
C0062961_C0031485,0
C0062961_C0038454,0
C0062961_C0043459,0
C0062961_C0085584,0
C0062961_C0087012,0
C0062961_C0149931,0
C0062961_C0154246,0
C0062961_C0162309,0
C0062961_C0162671,0
C0062961_C0220756,0
C0062961_C0242422,0
C0062961_C0268250,0
C0062961_C0268251,0
C0062961_C0268465,0
C0062961_C0268490,0
C0062961_C0268542,0
C0062961_C0268579,0
C0062961_C0270846,0
C0062961_C0282528,0
C0062961_C0349653,0
C0062961_C0442874,0
C0062961_C0494475,0
C0062961_C0524851,0
C0062961_C0751434,0
C0062961_C0751435,0
C0062961_C0751436,0
C0062961_C0751882,0
C0062961_C0752120,0
C0062961_C0878544,0
C0062961_C0878773,0
C0062961_C0948089,0
C0062961_C1145670,0
C0062961_C1527231,0
C0062961_C1849508,0
C0062961_C1961835,0
C0062961_C2931688,0
C0062961_C5203670,0
C0063041_C0001125,0
C0063041_C0002066,0
C0063041_C0002395,0
C0063041_C0002986,0
C0063041_C0004096,0
C0063041_C0004238,0
C0063041_C0007194,0
C0063041_C0007222,0
C0063041_C0011168,0
C0063041_C0011849,0
C0063041_C0011860,0
C0063041_C0014544,0
C0063041_C0017205,0
C0063041_C0018790,0
C0063041_C0018799,0
C0063041_C0018801,0
C0063041_C0018802,0
C0063041_C0019147,0
C0063041_C0019151,0
C0063041_C0019202,0
C0063041_C0019247,0
C0063041_C0019880,0
C0063041_C0020179,0
C0063041_C0020538,0
C0063041_C0020541,0
C0063041_C0020615,0
C0063041_C0023521,0
C0063041_C0023890,0
C0063041_C0023895,0
C0063041_C0024117,0
C0063041_C0024408,0
C0063041_C0024776,0
C0063041_C0025517,0
C0063041_C0025521,0
C0063041_C0026848,0
C0063041_C0026850,0
C0063041_C0027051,0
C0063041_C0027126,0
C0063041_C0027765,0
C0063041_C0027868,0
C0063041_C0028754,0
C0063041_C0030567,0
C0063041_C0031485,0
C0063041_C0038454,0
C0063041_C0043459,0
C0063041_C0085584,0
C0063041_C0087012,0
C0063041_C0149931,0
C0063041_C0154246,0
C0063041_C0162309,0
C0063041_C0162671,0
C0063041_C0220756,0
C0063041_C0242422,0
C0063041_C0268250,0
C0063041_C0268251,0
C0063041_C0268465,0
C0063041_C0268490,0
C0063041_C0268542,0
C0063041_C0268579,0
C0063041_C0270846,0
C0063041_C0282528,0
C0063041_C0349653,0
C0063041_C0442874,0
C0063041_C0494475,0
C0063041_C0524851,0
C0063041_C0751434,0
C0063041_C0751435,0
C0063041_C0751436,0
C0063041_C0751882,0
C0063041_C0752120,0
C0063041_C0878544,0
C0063041_C0878773,0
C0063041_C0948089,0
C0063041_C1145670,0
C0063041_C1527231,0
C0063041_C1849508,0
C0063041_C1961835,0
C0063041_C2931688,0
C0063041_C5203670,0
C0063327_C0001125,0
C0063327_C0002066,0
C0063327_C0002986,0
C0063327_C0004096,0
C0063327_C0004238,0
C0063327_C0007194,0
C0063327_C0007222,0
C0063327_C0011168,0
C0063327_C0011849,0
C0063327_C0011860,0
C0063327_C0014544,0
C0063327_C0017205,0
C0063327_C0018790,0
C0063327_C0018799,0
C0063327_C0018801,0
C0063327_C0018802,0
C0063327_C0019147,0
C0063327_C0019151,0
C0063327_C0019202,0
C0063327_C0019247,0
C0063327_C0019880,0
C0063327_C0020179,0
C0063327_C0020538,0
C0063327_C0020541,0
C0063327_C0020615,0
C0063327_C0023521,0
C0063327_C0023890,0
C0063327_C0023895,0
C0063327_C0024117,0
C0063327_C0024408,0
C0063327_C0024776,0
C0063327_C0025517,0
C0063327_C0025521,0
C0063327_C0026848,0
C0063327_C0026850,0
C0063327_C0026896,0
C0063327_C0027051,0
C0063327_C0027126,0
C0063327_C0027765,0
C0063327_C0027868,0
C0063327_C0028754,0
C0063327_C0030567,0
C0063327_C0031485,0
C0063327_C0038454,0
C0063327_C0043459,0
C0063327_C0085584,0
C0063327_C0087012,0
C0063327_C0149931,0
C0063327_C0154246,0
C0063327_C0162309,0
C0063327_C0162671,0
C0063327_C0220756,0
C0063327_C0242422,0
C0063327_C0268250,0
C0063327_C0268251,0
C0063327_C0268465,0
C0063327_C0268490,0
C0063327_C0268542,0
C0063327_C0268579,0
C0063327_C0270846,0
C0063327_C0282528,0
C0063327_C0349653,0
C0063327_C0442874,0
C0063327_C0494475,0
C0063327_C0524851,0
C0063327_C0751434,0
C0063327_C0751435,0
C0063327_C0751436,0
C0063327_C0751882,0
C0063327_C0752120,0
C0063327_C0878544,0
C0063327_C0878773,0
C0063327_C0948089,0
C0063327_C1145670,0
C0063327_C1527231,0
C0063327_C1849508,0
C0063327_C1961835,0
C0063327_C2931688,0
C0063327_C5203670,0
C0063340_C0001125,0
C0063340_C0002066,0
C0063340_C0002395,0
C0063340_C0002986,0
C0063340_C0004096,0
C0063340_C0004238,0
C0063340_C0007194,0
C0063340_C0011168,0
C0063340_C0011849,0
C0063340_C0011860,0
C0063340_C0014544,0
C0063340_C0017205,0
C0063340_C0018790,0
C0063340_C0018799,0
C0063340_C0018801,0
C0063340_C0018802,0
C0063340_C0019147,0
C0063340_C0019151,0
C0063340_C0019202,0
C0063340_C0019247,0
C0063340_C0019880,0
C0063340_C0020179,0
C0063340_C0020538,0
C0063340_C0020541,0
C0063340_C0020615,0
C0063340_C0023521,0
C0063340_C0023890,0
C0063340_C0023895,0
C0063340_C0024117,0
C0063340_C0024408,0
C0063340_C0024776,0
C0063340_C0025517,0
C0063340_C0025521,0
C0063340_C0026848,0
C0063340_C0026850,0
C0063340_C0026896,0
C0063340_C0027051,0
C0063340_C0027126,0
C0063340_C0027765,0
C0063340_C0027868,0
C0063340_C0028754,0
C0063340_C0030567,0
C0063340_C0031485,0
C0063340_C0038454,0
C0063340_C0043459,0
C0063340_C0085584,0
C0063340_C0087012,0
C0063340_C0149931,0
C0063340_C0154246,0
C0063340_C0162309,0
C0063340_C0162671,0
C0063340_C0220756,0
C0063340_C0242422,0
C0063340_C0268250,0
C0063340_C0268251,0
C0063340_C0268465,0
C0063340_C0268490,0
C0063340_C0268542,0
C0063340_C0268579,0
C0063340_C0270846,0
C0063340_C0282528,0
C0063340_C0349653,0
C0063340_C0442874,0
C0063340_C0494475,0
C0063340_C0524851,0
C0063340_C0751434,0
C0063340_C0751435,0
C0063340_C0751436,0
C0063340_C0751882,0
C0063340_C0752120,0
C0063340_C0878544,0
C0063340_C0878773,0
C0063340_C0948089,0
C0063340_C1145670,0
C0063340_C1527231,0
C0063340_C1849508,0
C0063340_C1961835,0
C0063340_C2931688,0
C0063340_C5203670,0
C0063479_C0001125,0
C0063479_C0002066,0
C0063479_C0002395,0
C0063479_C0002986,0
C0063479_C0004096,0
C0063479_C0007194,0
C0063479_C0007222,0
C0063479_C0011168,0
C0063479_C0011849,0
C0063479_C0011860,0
C0063479_C0014544,0
C0063479_C0017205,0
C0063479_C0018790,0
C0063479_C0018799,0
C0063479_C0018801,0
C0063479_C0018802,0
C0063479_C0019147,0
C0063479_C0019151,0
C0063479_C0019202,0
C0063479_C0019247,0
C0063479_C0019880,0
C0063479_C0020179,0
C0063479_C0020538,0
C0063479_C0020541,0
C0063479_C0020615,0
C0063479_C0023521,0
C0063479_C0023890,0
C0063479_C0023895,0
C0063479_C0024117,0
C0063479_C0024408,0
C0063479_C0024776,0
C0063479_C0025517,0
C0063479_C0025521,0
C0063479_C0026848,0
C0063479_C0026850,0
C0063479_C0026896,0
C0063479_C0027051,0
C0063479_C0027126,0
C0063479_C0027765,0
C0063479_C0027868,0
C0063479_C0028754,0
C0063479_C0030567,0
C0063479_C0031485,0
